russian_title,english_title,rating,vote_count,genre,director,is_film,start_year,end_year,duration_minutes,country,actors
Ответ,The Answer,5.1,3811.0,ужасы,Икбал Ахмед,True,2015.0,,83.0,США,Остин Хеберт|Алексис Карра
Мутанты: Двадцать третий век,Plaguers,3.3,3811.0,ужасы,Брэд Сайкес,True,2008.0,,86.0,США,Стив Рейлсбэк|Алексис Зиболис
Белоснежка,Snow White,6.8,3811.0,фэнтези,Кэролайн Томпсон,True,2001.0,,93.0,Канада,Миранда Ричардсон|Том Ирвин
Супермен 4: В поисках мира,Superman IV: The Quest for Peace,4.3,3811.0,фантастика,Сидни Дж. Фьюри,True,1987.0,,90.0,Великобритания,Кристофер Рив|Джин Хэкмен
Гимн смерти,Saui chanmi,7.8,3810.0,биография,Пак Су-джин,False,,,,Корея Южная,Ли Джон-сок|Щин Хе-сон
Романтики,The Romantics,5.8,3810.0,драма,Галт Нидерхоффер,True,2010.0,,95.0,США,Кэти Холмс|Джош Дюамель
Набережная туманов,Le quai des brumes,7.6,3810.0,триллер,Марсель Карне,True,1938.0,,91.0,Франция,Жан Габен|Мишель Симон
Красные башмачки,The Red Shoes,7.5,3810.0,драма,Майкл Пауэлл,True,1948.0,,135.0,Великобритания,Мойра Ширер|Мариус Горинг
Убийства Вальгаллы,The Valhalla Murders,6.5,3808.0,триллер,Тордур Пальссон,False,2019.0,2019.0,,Исландия,Aldís Amah Hamilton|Нина Дёгг Филиппусдоуттир
Исполнительный комитет признаний в любви,Zuttomaekara sukideshita.: Kokuhaku jikkou iinkai,6.5,3809.0,аниме,Тэцуя Янагисава,True,2016.0,,63.0,Япония,Сора Амамия|Момо Асакура
"Шепни, если забуду",Unutursam Fisilda,7.9,3808.0,драма,Чаган Ырмак,True,2014.0,,118.0,Турция,Фарах Зейнеп Абдулла|Мехмет Гюнсюр
Стив,Steve,7.3,3808.0,короткометражка,Руперт Френд,True,2010.0,,16.0,Великобритания,Кира Найтли|Том Мисон
Война миров,The War of the Worlds,6.4,3808.0,фантастика,Байрон Хэскин,True,1953.0,,85.0,США,Джин Бэрри|Энн Робинсон
С днём рождения,Fête de famille,6.2,3807.0,драма,Седрик Кан,True,2019.0,,101.0,Франция,Катрин Денёв|Эмманюэль Берко
Смертельное искушение,Lethal Seduction,5.0,3807.0,триллер,Нэнси Леопарди,True,2015.0,,80.0,США,Калеб Руминер|Аманда Детмер
Стрелок,Shooter,6.6,3806.0,боевик,Дэвид Стрейтон,False,2016.0,2016.0,,США,Райан Филипп|Шантель ВанСантен
Мэри Райли,Mary Reilly,6.8,3806.0,триллер,Стивен Фрирз,True,1996.0,,104.0,США,Джулия Робертс|Джон Малкович
Фриказоид!,Freakazoid!,6.2,3805.0,мультфильм,Джек Хейтер,False,1995.0,1995.0,,США,Пол Рагг|Эдвард Эснер
Возвращение реаниматора,Beyond Re-Animator,5.9,3805.0,ужасы,Брайан Юзна,True,2003.0,,92.0,Испания,Джеффри Комбс|Томми Дин Мюссе
Мир отомэ-игр — это тяжёлый мир для мобов,Otome Game Sekai wa Mob ni Kibishii Sekai desu,7.1,3804.0,аниме,Джонатан Ригг,False,,,,Япония,Такэо Оцука|Кана Итиносэ
Корни,Roots,7.7,3804.0,драма,Брюс Бересфорд,False,,,,США,Джонатан Риз Майерс|Малакай Кирби
Кровавая луна,,5.9,3803.0,триллер,Егор Лымарев,False,,,,Казахстан,Жан Байжанбаев|Линда Нигматулина
Смежная комната,Tangent Room,5.6,3803.0,фантастика,Бьёрн Энгстрем,True,2017.0,,64.0,Швеция,Лиза Петтерссон|Daniel Epstein
Скеллиг,Skellig,7.1,3803.0,фэнтези,Аннабел Дженкел,True,2009.0,,100.0,Великобритания,Билл Милнер|Тим Рот
Угоняя лошадей,Ut og stjæle hester,6.7,3802.0,драма,Ханс Петтер Муланд,True,2019.0,,123.0,Норвегия,Стеллан Скарсгард|Бьёрн Флоберг
Убить Смучи,Death to Smoochy,6.6,3802.0,триллер,Дэнни ДеВито,True,2002.0,,105.0,Великобритания,Робин Уильямс|Эдвард Нортон
Поймать свидетеля,Blindsided,5.5,3801.0,боевик,Джот Риггс,True,2020.0,,82.0,США,Наташа Хенстридж|Мэнни Перес
Кровавое лето Сэма,Summer of Sam,6.7,3801.0,триллер,Спайк Ли,True,1999.0,,136.0,США,Джон Легуизамо|Эдриан Броуди
Атлантика,Atlantique,6.4,3800.0,драма,Мати Диоп,True,2019.0,,106.0,Франция,Мамэ Бинета Сане|Амаду Мбов
Жесткое прошлое,The Bygone,5.8,3800.0,триллер,Грэм Филлипс,True,2019.0,,115.0,США,Шон Хэтоси|Грэм Филлипс
Непробиваемые,Armor,4.3,3799.0,боевик,Джастин Рутт,True,2024.0,,89.0,США,Джейсон Патрик|Джош Уиггинс
Единственный,The One,6.4,3798.0,фантастика,Джереми Лавринг,False,,,,Великобритания,Ханна Уэр|Димитрий Леонидас
Акулий торнадо 4: Пробуждение,Sharknado 4: The 4th Awakens,4.3,3798.0,ужасы,Энтони Ферранте,True,2016.0,,95.0,США,Иэн Зиринг|Тара Рид
Лягушонок Риббит,Ribbit,5.2,3798.0,мультфильм,Чак Пауэрс,True,2014.0,,88.0,Малайзия,Шон Эстин|Тим Карри
Гарри и Хендерсоны,Harry and the Hendersons,6.4,3798.0,фэнтези,Ли Локхед,False,1991.0,1991.0,,США,Брюс Дэвисон|Молли Чик
Норм и Несокрушимые: Ключи от королевства,Norm of the North: Keys to the Kingdom,5.9,3797.0,мультфильм,Тим Молтби,True,2018.0,,90.0,США,Эндрю То|Коул Ховард
Кровавый парень,Blood Lad,6.8,3797.0,аниме,Сигэюки Мия,False,,,,Япония,Рёта Осака|Ваку Сакагути
Американские горки,Switchback,7.0,3797.0,триллер,Джеб Стюарт,True,1997.0,,118.0,США,Деннис Куэйд|Дэнни Гловер
#яздесь,#jesuislà,6.4,3796.0,комедия,Эрик Лартиго,True,2019.0,,103.0,Франция,Ален Шаба|Пэ Ду-на
Очень плохая семейка,The Estate,5.6,3796.0,комедия,Дин Крэйг,True,2022.0,,96.0,Великобритания,Тони Коллетт|Анна Фэрис
Добро пожаловать в рай,Bienvenidos a Edén,6.1,3795.0,фантастика,Даниель Бенмайор,False,2022.0,2022.0,,Испания,Амайя Аберастури|Берта Кастанье
Цикл Пендрагона: Восхождение Мерлина,The Pendragon Cycle: Rise of the Merlin,6.4,3795.0,фэнтези,Джереми Дэниал Боринг,False,2025.0,2025.0,,США,Роуз Рид|Том Шарп
Путь рыцаря,A Knight's War,5.3,3794.0,ужасы,Мэттью Нинабер,True,2025.0,,103.0,Канада,Джереми Нинабер|Кристен Кастер
Любовное письмо,Chère Léa,6.4,3794.0,мелодрама,Жером Боннель,True,2021.0,,89.0,Франция,Грегори Монтель|Грегори Гадебуа
"Не целуй меня, мистер Дьявол",Emo shao ye bie wen wo di yi ji,6.7,3794.0,мелодрама,,False,,,,Китай,Ли Хунъи|Син Фэй
Джек-попрыгунчик,Jumpin' Jack Flash,7.1,3794.0,триллер,Пенни Маршалл,True,1986.0,,101.0,США,Вупи Голдберг|Стивен Коллинз
Другая душа во мне,"Bai tuo le, shen ti li de ta",7.8,3793.0,комедия,Джимми Лю,False,,,,Китай,У Цзяи|Ян Кунь
Тайная мать,Sikeurit madeo,7.5,3793.0,детектив,Пак Ён-сун,False,,,,Корея Южная,Сон Юн-а|Ким Со-ён
По признакам совместимости,Jewtopia,5.4,3792.0,мелодрама,Брайан Фогель,True,2012.0,,90.0,США,Дженнифер Лав Хьюитт|Иван Сергей
Астрал: 13 инкарнаций зла,Geomeun sunyeodeul,5.5,3790.0,ужасы,Квон Хёк-чэ,True,2025.0,,114.0,Корея Южная,Сон Хе-гё|Чон Ё-бин
Пузырь,The Bubble,5.5,3790.0,комедия,Джадд Апатоу,True,2022.0,,126.0,США,Карен Гиллан|Лесли Манн
Дети леса 2,Woodwalkers 2,,,фэнтези,Свен Унтервальдт мл.,True,2026.0,,102.0,Германия,Эмиль Шериф|Оливер Мазуччи
Мушетт,Mouchette,7.8,3788.0,драма,Робер Брессон,True,1967.0,,81.0,Франция,Надин Нортье|Жан-Клод Гилберт
Подарок на память,A Gift to Remember,6.8,3787.0,драма,Кевин Фэйр,True,2017.0,,90.0,США,Эли Либерт|Питер Порте
Марчелла,Marcella,7.0,3786.0,драма,Чарльз Мартин,False,2016.0,2016.0,,Великобритания,Анна Фрил|Рэй Пантаки
Легенда о динозавре,Kyoryu kaicho no densetsu,6.1,3786.0,фантастика,Дзюндзи Курата,True,1977.0,,92.0,Япония,Цунэхико Ватасэ|Нобико Сава
"Вперед, Астробой!",Little Astro Boy,8.8,3785.0,мультфильм,Виржиль Труйо,False,,,,Япония,Роми Пак|Канаэ Оки
Башня,Tawo,6.9,3785.0,драма,Ким Джи-хун,True,2012.0,,121.0,Корея Южная,Соль Гён-гу|Сон Е-джин
Червяк Джим,Earthworm Jim,7.0,3785.0,мультфильм,Пэм Гарри,False,1995.0,1995.0,,США,Дэн Кастелланета|Джефф Беннетт
Лебедь,The Swan,6.8,3784.0,короткометражка,Уэс Андерсон,True,2023.0,,17.0,США,Руперт Френд|Рэйф Файнс
Дети шпионов: Армагеддон,Spy Kids: Armageddon,3.9,3784.0,фантастика,Роберт Родригес,True,2023.0,,97.0,США,Коннор Эстерсон|Эверли Карганилья
Охота,Heonteu,6.6,3784.0,триллер,Ли Джон-джэ,True,2022.0,,125.0,Корея Южная,Ли Джон-джэ|Чон У-сон
Блич: Восстание алмазной пыли,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.3,3784.0,аниме,Нориюки Абэ,True,2007.0,,92.0,Япония,Масакадзу Морита|Фумико Орикаса
Доказательство,Proof,7.2,3784.0,драма,Джослин Мурхаус,True,1991.0,,86.0,Австралия,Рассел Кроу|Хьюго Уивинг
Рыцарь перед Рождеством,The Knight Before Christmas,6.0,3783.0,мелодрама,Моника Митчелл,True,2019.0,,92.0,США,Ванесса Энн Хадженс|Джош Уайтхаус
Старшая школа: Пора любить,Haiseukul - reobeuon,7.3,3783.0,мелодрама,Ли Ын-ми,False,,,,Корея Южная,Нам У-хён|Ким Сэ-рон
Мечта,Bimong,7.0,3783.0,фэнтези,Ким Ки Дук,True,2008.0,,95.0,Корея Южная,Дзё Одагири|Ли На-ён
5 сентября,September 5,6.6,3782.0,триллер,Тим Фельбаум,True,2024.0,,95.0,Германия,Питер Сарсгаард|Джон Магаро
Неделя до...,The Week Of,5.4,3782.0,комедия,Роберт Шмигель,True,2018.0,,116.0,США,Адам Сэндлер|Крис Рок
Туманы Авалона,The Mists of Avalon,7.5,3782.0,фэнтези,Ули Эдель,False,,,,Чехия,Джулианна Маргулис|Анжелика Хьюстон
Милые обманщицы,Tatli Küçük Yalancilar,7.3,3781.0,триллер,Джем Карджи,False,,,,Турция,Бурак Дениз|Шюкрю Озйылдыз
Кабинет,Parlor,4.9,3781.0,ужасы,Девон Даунс,True,2015.0,,96.0,Литва,Роберт ЛаСардо|Джордан Джеймс Смит
Бар на колёсах,Ssanggappocha,7.9,3780.0,комедия,Чон Чхан-гын,False,,,,Корея Южная,Хван Джон-ым|Юк Сон-джэ
Вечеринка по случаю развода,The Divorce Party,6.3,3780.0,мелодрама,Уилльям Томпсон,True,2017.0,,93.0,США,Томас Кокерел|Клэр Холт
Тринадцатый этаж,Botched,5.7,3780.0,триллер,Кит Райан,True,2006.0,,91.0,Германия,Стивен Дорфф|Джейми Мюррэй
Закон желания,La ley del deseo,7.1,3780.0,триллер,Педро Альмодовар,True,1986.0,,102.0,Испания,Эусебио Понсела|Кармен Маура
Турпакет,Deo paekiji,7.8,3777.0,мелодрама,Чон Чхан-гын,False,,,,Корея Южная,Чон Ён-хва|Ли Ён-хи
Тайное общество мистера Бенедикта,The Mysterious Benedict Society,6.8,3776.0,комедия,Джеймс Бобин,False,2021.0,2021.0,,США,Тони Хейл|Кристен Шаал
Городок,The Town,6.8,3776.0,драма,Колин Тиг,False,,,,Великобритания,Эндрю Скотт|Шарлотта Райли
BBC: Баллада о Большом Але,The Ballad of Big Al,8.2,3776.0,документальный,Кейт Бартлетт,False,,,,Великобритания,Кеннет Брана|Эйвери Брукс
Любовь моей жизни,Hayatimin Aski,6.6,3775.0,мелодрама,Кетче,False,,,,Турция,Зафер Алгёз|Мурат Джемджир
Полководцы,Tau ming chong,7.1,3775.0,боевик,Питер Чан,True,2007.0,,126.0,Гонконг,Джет Ли|Энди Лау
Истерзанный,Tormented,5.4,3774.0,ужасы,Джон Райт,True,2009.0,,91.0,Великобритания,Алекс Петтифер|Эйприл Пирсон
Большая проблема,Bikisyu,7.9,3773.0,драма,Ли Дон-хун,False,,,,Корея Южная,Чу Джин-мо|Хан Е-сыль
Затерянная гробница,Dao mu bi ji di,7.0,3773.0,приключения,Чин Поу-Сой,False,,,,Китай,Кен Чан|Чжэн Пэйпэй
9/11,9/11,5.5,3772.0,боевик,Мартин Гиги,True,2017.0,,90.0,Канада,Чарли Шин|Вупи Голдберг
Отчим,Beau-père,7.0,3772.0,драма,Бертран Блие,True,1981.0,,123.0,Франция,Патрик Девэр|Ариель Бесс
Ночные ястребы,Nighthawks,6.6,3772.0,боевик,Брюс Мэлмат,True,1981.0,,99.0,США,Сильвестр Сталлоне|Билли Ди Уильямс
Джо,Jo,6.7,3771.0,криминал,Шери Фоксон,False,,,,Франция,Жан Рено|Джилл Хеннесси
Джульетта и Ромео,Juliet & Romeo,6.6,3770.0,мелодрама,Тимоти Скотт Богарт,True,2025.0,,122.0,США,Клара Ругор|Джэми Уорд
Кошмар за стеной,Derrière les murs,4.3,3770.0,ужасы,Жюльен Лякомб,True,2011.0,,90.0,Франция,Летиция Каста|Тьерри Нёвик
Фантастическая четверка,Fantastic Four,6.1,3768.0,мультфильм,Том Татаранович,False,1994.0,1994.0,,США,Лори Алан|Бо Уивер
Портрет совершенства,Picture Perfect,6.7,3767.0,драма,Гленн Гордон Карон,True,1997.0,,101.0,США,Дженнифер Энистон|Джей Мор
Я исповедуюсь,I Confess,7.6,3766.0,триллер,Альфред Хичкок,True,1953.0,,95.0,США,Монтгомери Клифт|Энн Бакстер
Смерть в лифте,Top Floor,5.1,3764.0,триллер,Жереми Минуи,True,2024.0,,74.0,Болгария,Жюстин Вахсбергер|Акил Уингейт
Раскрытие тайн Вавилона,Babylon Unveiled,7.6,3763.0,документальный,Ким Дон-джун,False,,,,Корея Южная,Джон Ли
"История о пареньке из деревни, расположенной перед сложнейшим подземельем",Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,6.1,3762.0,аниме,Мигми,False,,,,Япония,Мадока Асахина|Юмири Ханамори
36 ступеней Шаолиня,Shao Lin san shi liu fang,7.3,3762.0,боевик,Лау Ка-Люн,True,1978.0,,116.0,Гонконг,Гордон Лю|Вон Юэ
Могучие рейнджеры: Самураи,Power Rangers Samurai,3.8,3761.0,фантастика,Акихиро Ногучи,False,2011.0,2011.0,,США,Алекс П. Хартмен|Эрика Фонг
Арман,Armand,6.2,3761.0,драма,Хальвдан Ульман Тёндель,True,2024.0,,118.0,Норвегия,Ренате Реинсве|Эллен Доррит Петерсен
Радость жизни,Qing yu nian,8.6,3760.0,фэнтези,Сунь Хао,False,2019.0,2019.0,,Китай,Чжан Жоюнь|Ли Цинь
Детская комната,Películas para no dormir: La habitación del niño,6.5,3760.0,ужасы,Алекс де ла Иглесиа,True,2006.0,,77.0,Испания,Хавьер Гутьеррес|Леонор Уотлинг
The Rolling Stones: Да будет свет,Shine a Light,7.6,3760.0,документальный,Мартин Скорсезе,True,2008.0,,122.0,США,Том Бивер|Ирен Панн
Красавица-воин Сейлор Мун Эр: Опасные цветы,Bishoujo Senshi Sailor Moon R: The Movie,7.7,3757.0,аниме,Кунихико Икухара,True,1993.0,,61.0,Япония,Котоно Мицуиси|Тору Фуруя
Албасты,,5.1,3756.0,драма,Марат Кудайбергенулы,False,,,,Казахстан,Марат Амираев|Назым Мухадиева
Королева,Kraliçe,7.2,3755.0,драма,Джевдет Мерджан,False,,,,Турция,Бурджу Озберк|Гёкхан Алкан
Погребённые заживо,Die Before You Die,5.6,3755.0,триллер,Дэн Прингл,True,2024.0,,104.0,Великобритания,Зиад Абаза|Газван Альсафади
Стеклоочиститель,The Windshield Wiper,7.6,3755.0,мультфильм,Альберто Мьельго,True,2021.0,,15.0,Испания,Эбони Адамс|Kara Dyan Whitfield
Демоник,Demonic,4.6,3755.0,ужасы,Нил Бломкамп,True,2021.0,,104.0,США,Карли Поуп|Крис Мартин
Рождественский переполох,Christmas Overtime,6.4,3753.0,мелодрама,Энн Дебора Фишман,True,2024.0,,92.0,США,Меган Карраскильо|Рене Лаван
Схватка,Kill,6.6,3753.0,боевик,Никхил Нагеш Бхат,True,2023.0,,105.0,Индия,Лакшья|Рагхав Джуял
Мёд в голове,Head Full of Honey,7.2,3752.0,драма,Тиль Швайгер,True,2018.0,,139.0,Германия,Ник Нолти|Мэтт Диллон
Грязная любовь,Dirty Love,5.6,3751.0,мелодрама,Джон Мэллори Ашер,True,2005.0,,91.0,США,Дженни МакКарти|Эдди Кэй Томас
Лекарь 2: Наследие Авиценны,The Physician II,6.8,3753.0,драма,Филипп Штёльцль,True,2025.0,,142.0,Германия,Том Пэйн|Эмили Кокс
Ложь,Yalan,,,драма,Эрсой Гюлер,False,,,,Турция,Аслыхан Гюнер|Фейяз Думан
Дом Барута,Barot House,6.4,3751.0,триллер,Бугс Бхаргава,True,2019.0,,89.0,Индия,Амит Садх|Манжари Фаднис
Шаг к мечте: Раз и навсегда,Re lie,7.9,3749.0,драма,Дун Чэнпэн,True,2023.0,,124.0,Китай,Хуан Бо|Ван Ибо
Любовь и сигареты,Romance & Cigarettes,6.6,3749.0,мюзикл,Джон Туртурро,True,2005.0,,105.0,США,Джеймс Гандольфини|Сьюзен Сарандон
Дилемма,Dügüm,7.6,3749.0,триллер,Джан Улкай,False,,,,Турция,Бергюзар Корель|Джанер Джиндорук
Тайна Аляски,"Mystery, Alaska",7.2,3747.0,драма,Джей Роуч,True,1999.0,,119.0,Канада,Рассел Кроу|Хэнк Азария
Чёрное солнце: Мёбиус,Moebiuseu: geomeun taeyang,7.0,3746.0,триллер,Ким Сон-ён,False,,,,Корея Южная,Пак Ха-сон|Чон Мун-сон
"Человек, который слишком мало знал",The Man Who Knew Too Little,7.0,3746.0,драма,Джон Эмиел,True,1997.0,,94.0,Германия,Билл Мюррей|Питер Галлахер
Башня лотоса с благоприятными узорами,Lian hua lou,8.7,3745.0,детектив,Го Ху,False,,,,Китай,Чэн И|Джозеф Цзэн
Босх: Наследие,Bosch: Legacy,7.6,3745.0,детектив,Патрик Кейди,False,2022.0,2022.0,,США,Титус Уэлливер|Мэдисон Линтц
Безумие в Уэйкфилде,Wakefield,6.9,3744.0,детектив,Джослин Мурхаус,False,,,,Австралия,Руди Дхармалингхам|Мэнди МакЭлхинни
Джентльмен грабитель,Electric Slide,5.7,3744.0,боевик,Тристан Паттерсон,True,2014.0,,95.0,США,Джим Стёрджесс|Изабель Лукас
Майкл Коллинз,Michael Collins,7.2,3743.0,триллер,Нил Джордан,True,1996.0,,133.0,Ирландия,Лиам Нисон|Эйдан Куинн
Дарованный,Given,7.9,3742.0,аниме,Хикару Ямагути,True,2020.0,,59.0,Япония,Такуя Эгути|Масатомо Накадзава
Жилец,The Lodger,6.2,3742.0,ужасы,Дэвид Ондаатже,True,2008.0,,95.0,США,Альфред Молина|Хоуп Дэвис
Запертый заживо,Ach du Scheiße!,5.3,3740.0,боевик,Лукас Ринкер,True,2022.0,,90.0,Германия,Томас Нихаус|Гедеон Буркхард
Пляжный домик,Beach House,5.1,3740.0,триллер,Джейсон Солтил,True,2018.0,,87.0,США,Уилла Фицджералд|Мюррэй Бартлетт
Свидания,Dates,7.2,3740.0,драма,Джон Мэйбери,False,,,,Великобритания,Уна Чаплин|Бен Чаплин
Мисс Никто,Miss Nobody,5.4,3740.0,комедия,Абрам Кокс,True,2010.0,,90.0,США,Лесли Бибб|Адам Голдберг
Атака титанов: Крылья свободы,Gekijoban Shingeki no Kyojin Kohen: Jiyo no tsubasa,7.9,3739.0,аниме,Тэцуро Араки,True,2015.0,,120.0,Япония,Юки Кадзи|Юи Исикава
В ритме сердца,Sur le rythme,6.0,3739.0,драма,Шарль Оливье-Мишо,True,2011.0,,100.0,Канада,Милен Сен-Совер|Нико Аршамбо
Дастур: Проклятие,Дәстүр: Теріс бата,6.5,3738.0,ужасы,Алишер Утев,True,2025.0,,98.0,Казахстан,Абылайхан Айнабеков|Алихан Идришева
Рождение нации,The Birth of a Nation,6.0,3738.0,драма,Нэйт Паркер,True,2016.0,,120.0,США,Нэйт Паркер|Арми Хаммер
Милосердие,Mercy,5.1,3738.0,ужасы,Питер Корнвэлл,True,2014.0,,79.0,США,Фрэнсис О’Коннор|Ширли Найт
Муми-тролли,Tanoshii Muumin Ikka,8.2,3737.0,аниме,Хироси Саито,False,1990.0,1990.0,,Япония,Мика Канаи|Рэи Сакума
Темный лес,The Woods,5.7,3737.0,ужасы,Лаки Макки,True,2005.0,,91.0,США,Агнес Брукнер|Эмма Кэмпбелл
Три амигос!,Three Amigos!,6.7,3736.0,комедия,Джон Лэндис,True,1986.0,,105.0,США,Стив Мартин|Чеви Чейз
Эмилия Мюллер,Emilie Muller,8.6,3735.0,короткометражка,Ивон Марсиано,True,1994.0,,20.0,Франция,Вероника Варга|Оливье Рамон
Крысолов,The Rat Catcher,6.6,3734.0,короткометражка,Уэс Андерсон,True,2023.0,,17.0,США,Ричард Айоади|Рэйф Файнс
Отель Желание,Hotel Desire,6.3,3735.0,короткометражка,Сергей Мойя,True,2011.0,,38.0,Германия,Сарализа Фольм|Клеменс Шик
Необстрелянные,Pohwasokeuro,7.4,3734.0,военный,Джон Х. Ли,True,2010.0,,120.0,Корея Южная,Чха Сын-вон|Квон Сан-у
Дамы в лиловом,Ladies in Lavender,7.3,3734.0,драма,Чарльз Дэнс,True,2004.0,,104.0,Великобритания,Джуди Денч|Мэгги Смит
В паутине времени,Línea de Tiempo,6.9,3732.0,триллер,Yesid Leone,True,2023.0,,106.0,Колумбия,Мария Фернанда Йепес|Освальдо де Леон
Похождения скверной девчонки,Travesuras de la Niña Mala,6.8,3732.0,мелодрама,Павел Васкес,False,,,,Мексика,Макарена Ачага|Хуан Пабло Ди Паке
Нечто. Новый вид,Blood and Snow,4.3,3732.0,фантастика,Джесси Паланджио,True,2023.0,,114.0,Канада,Энн-Кэролин Бинетт|Майкл Суоттон
Мой удивительный парень,Wo de qi miao nan you,7.0,3732.0,фэнтези,Дэн Кэ,False,,,,Китай,У Цянь|Ким Тхэ-хван
Падение Трои,Troy: Fall of a City,2.5,3732.0,боевик,Марк Брозел,False,2018.0,2018.0,,Великобритания,Луис Хантер|Кристиан Шумби
Моя благородная любовь,Gogyeolhan geudae,6.8,3731.0,комедия,Ким Ян-хи,False,,,,Корея Южная,Сон Хун|Ким Джэ-гён
Охота Ханта,The Hunting Party,6.4,3731.0,триллер,Ричард Шепард,True,2007.0,,100.0,США,Ричард Гир|Терренс Ховард
На древо взгромоздясь,Sur un arbre perché,7.2,3730.0,комедия,Серж Корбер,True,1971.0,,90.0,Франция,Луи де Фюнес|Джеральдин Чаплин
Статус отношений: Запутано,Iliski Durumu: Karisik,7.2,3729.0,мелодрама,Барыш Йош,False,2015.0,2015.0,,Турция,Серен Шириндже|Берк Октай
Гром в штанах,Thunderpants,4.3,3729.0,фантастика,Питер Хьюит,True,2002.0,,87.0,Великобритания,Саймон Кэллоу|Стивен Фрай
"Те, кто выжил",The Survivors,6.5,3728.0,триллер,Бен С. Лукас,False,,,,Австралия,Нед Морган|Элуиз Ротфилд
Изабелла,Isabel,7.7,3728.0,история,Хорди Фрадес,False,2011.0,2011.0,,Испания,Мишель Дженнер|Рамон Мадаула
Хилл,The Hill,6.7,3727.0,драма,Джефф Челентано,True,2023.0,,126.0,США,Деннис Куэйд|Колин Форд
"Да, нет или наверное?",Yes ka No ka Hanbun ka,6.7,3727.0,аниме,Масахиро Таката,True,2020.0,,53.0,Япония,Ацуси Абэ|Ёсихиса Кавахара
Домой на Рождество,Hjem til jul,7.5,3727.0,драма,Пер-Олав Соренсен,False,2019.0,2019.0,,Норвегия,Ида Элиз Брош|Деннис Стурхёй
Помощник часовщика,Hodináruv ucen,6.7,3727.0,фэнтези,Итка Рудольфова,True,2019.0,,99.0,Чехия,Виктор Прейсс|Яна Плодкова
Капитан Подштанник: Первый эпический фильм,Captain Underpants: The First Epic Movie,6.1,3727.0,мультфильм,Дэвид Сорен,True,2017.0,,89.0,США,Эд Хелмс|Кевин Харт
Маленький солдат,Le petit soldat,7.6,3726.0,драма,Жан-Люк Годар,True,1960.0,,88.0,Франция,Мишель Сюбор|Анна Карина
Сказка феи,Bir Peri Masali,7.1,3725.0,драма,Чагыл Боджут,False,,,,Турция,Алина Боз|Таро Эмир Текин
Богатый парень,Richimaen,6.6,3725.0,комедия,Мин Ду-щик,False,,,,Корея Южная,Сухо|Ха Ён-су
Удзаки хочет тусоваться!,Uzaki-chan wa Asobitai!,6.6,3724.0,аниме,Кадзуя Миура,False,2020.0,2020.0,,Япония,Наоми Одзора|Кэндзи Акабанэ
Королевские приключения,Pysná princezna,7.2,3724.0,мультфильм,Радек Беран,True,2024.0,,84.0,Чехия,Марек Ламбора|Анна Фиалова
Земля до начала времен,The Land Before Time,6.5,3724.0,мультфильм,Скотт Хеминг,False,2007.0,2007.0,,США,Ария Ноэль Курзон|Коуди Аренс
Сирано де Бержерак,Cyrano de Bergerac,7.7,3724.0,драма,Жан-Поль Раппно,True,1990.0,,137.0,Франция,Жерар Депардье|Анн Броше
Худший брак в Джорджтауне,Georgetown,6.5,3724.0,драма,Кристоф Вальц,True,2018.0,,99.0,США,Кристоф Вальц|Ванесса Редгрейв
Салемские вампиры,Salem's Lot,6.2,3723.0,ужасы,Тоуб Хупер,False,,,,США,Дэвид Соул|Джеймс Мейсон
Моя мать,Ma mère,5.7,3723.0,драма,Кристоф Оноре,True,2004.0,,110.0,Франция,Изабель Юппер|Луи Гаррель
Алфавит,The Alphabet,6.5,3723.0,мультфильм,Дэвид Линч,True,1969.0,,4.0,США,Пегги Линч
Дома лучше,The Happy Camper,6.3,3722.0,мелодрама,Брэндон Кларк,True,2023.0,,85.0,США,Даниэла Бобадилла|Бо Уирик
Астрал. Проклятие ведьм,Two Witches,3.9,3722.0,ужасы,Пьер Цигаридис,True,2021.0,,98.0,США,Ребека Кеннеди|Кристина Клебе
Параллели,Parallèles,7.0,3721.0,фантастика,Жан Батист Сорель,False,,,,Франция,Thomas Chomel|Омар Мебрук
Перекрёстный огонь,Nou fo,6.2,3720.0,боевик,Бенни Чан,True,2021.0,,126.0,Гонконг,Донни Йен|Николас Це
На тлеющих углях,From Embers,6.0,3719.0,триллер,Kate Bohan,True,2024.0,,99.0,США,Кара Ван|Мэттью Моррисон
Мастера меча онлайн: Специальное издание,Sword Art Online Extra Edition,6.6,3719.0,аниме,Томохико Ито,True,2013.0,,100.0,Япония,Ёсицугу Мацуока|Харука Томацу
Проблемные дети из другого мира,Mondaiji-tachi ga isekai kara kuru sô desu yo?,6.8,3719.0,аниме,Ясутака Ямамото,False,,,,Япония,Синтаро Асанума|Сара Эми Бридкат
Мистическая пицца,Mystic Pizza,6.8,3719.0,драма,Дональд Питри,True,1988.0,,104.0,США,Аннабет Гиш|Джулия Робертс
Будь мужчиной!,Bud chlap!,6.7,3718.0,мелодрама,Михал Самир,False,,,,Чехия,Якуб Прахарж|Тереза Рамба
