russian_title,english_title,rating,vote_count,genre,director,is_film,start_year,end_year,duration_minutes,country,actors
1+1,Intouchables,8.9,2791000.0,драма,Оливье Накаш,True,2011.0,,112.0,Франция,Франсуа Клюзе|Омар Си
Джентльмены,The Gentlemen,8.7,2473000.0,криминал,Гай Ричи,True,2019.0,,113.0,США,Мэттью Макконахи|Чарли Ханнэм
Гнев человеческий,Wrath of Man,7.7,1751000.0,боевик,Гай Ричи,True,2021.0,,119.0,Великобритания,Джейсон Стэйтем|Холт Маккэллани
Волк с Уолл-стрит,The Wolf of Wall Street,8.1,1716000.0,драма,Мартин Скорсезе,True,2013.0,,180.0,США,Леонардо ДиКаприо|Джона Хилл
Игра престолов,Game of Thrones,9.0,1497000.0,фэнтези,Дэвид Наттер,False,2011.0,2011.0,,США,Питер Динклэйдж|Лина Хиди
Достать ножи,Knives Out,8.2,1448000.0,детектив,Райан Джонсон,True,2019.0,,130.0,США,Дэниэл Крэйг|Ана де Армас
Зеленая книга,Green Book,8.5,1418000.0,биография,Питер Фаррелли,True,2018.0,,130.0,США,Вигго Мортенсен|Махершала Али
Остров проклятых,Shutter Island,8.6,1358000.0,триллер,Мартин Скорсезе,True,2009.0,,138.0,США,Леонардо ДиКаприо|Марк Руффало
Один дома,Home Alone,8.3,1278000.0,комедия,Крис Коламбус,True,1990.0,,103.0,США,Маколей Калкин|Джо Пеши
Бойцовский клуб,Fight Club,8.7,1233000.0,триллер,Дэвид Финчер,True,1999.0,,139.0,США,Эдвард Нортон|Брэд Питт
Переводчик,The Covenant,7.9,1200000.0,боевик,Гай Ричи,True,2022.0,,123.0,Великобритания,Джейк Джилленхол|Дар Салим
Анора,Anora,6.4,1198000.0,драма,Шон Бэйкер,True,2024.0,,139.0,США,Майки Мэдисон|Марк Эйдельштейн
Легенда,Legend,7.3,1193000.0,криминал,Брайан Хелгеленд,True,2015.0,,131.0,Великобритания,Том Харди|Эмили Браунинг
Аватар,Avatar,8.0,1190000.0,фантастика,Джеймс Кэмерон,True,2009.0,,162.0,США,Сэм Уортингтон|Зои Салдана
Интерстеллар,Interstellar,8.7,1139000.0,фантастика,Кристофер Нолан,True,2014.0,,169.0,США,Мэттью Макконахи|Энн Хэтэуэй
Побег из Шоушенка,The Shawshank Redemption,9.1,1122000.0,драма,Фрэнк Дарабонт,True,1994.0,,142.0,США,Тим Роббинс|Морган Фриман
Пчеловод,The Beekeeper,7.2,1117000.0,боевик,Дэвид Эйр,True,2024.0,,105.0,Великобритания,Джейсон Стэйтем|Эмми Рейвер-Лэмпман
Зверополис,Zootopia,8.3,1105000.0,мультфильм,Байрон Ховард,True,2016.0,,108.0,США,Джиннифер Гудвин|Джейсон Бейтман
Гарри Поттер и философский камень,Harry Potter and the Sorcerer's Stone,8.3,1103000.0,фэнтези,Крис Коламбус,True,2001.0,,152.0,Великобритания,Дэниэл Рэдклифф|Руперт Гринт
Начало,Inception,8.7,1097000.0,фантастика,Кристофер Нолан,True,2010.0,,148.0,США,Леонардо ДиКаприо|Джозеф Гордон-Левитт
Зеленая миля,The Green Mile,9.1,1077000.0,драма,Фрэнк Дарабонт,True,1999.0,,189.0,США,Том Хэнкс|Дэвид Морс
Области тьмы,Limitless,8.0,1046000.0,триллер,Нил Бёргер,True,2011.0,,105.0,США,Брэдли Купер|Роберт Де Ниро
Постучись в мою дверь,Sen Çal Kapımı,8.1,1044000.0,мелодрама,Алтан Дёнмез,False,2020.0,2020.0,,Турция,Ханде Эрчел|Керем Бюрсин
Пираты Карибского моря: Проклятие Черной жемчужины,Pirates of the Caribbean: The Curse of the Black Pearl,8.4,1040000.0,фэнтези,Гор Вербински,True,2003.0,,143.0,США,Джонни Депп|Джеффри Раш
Субстанция,The Substance,6.3,1038000.0,ужасы,Корали Фаржа,True,2024.0,,141.0,Великобритания,Деми Мур|Маргарет Куолли
Вышка,Fall,6.8,1007000.0,триллер,Скотт Манн,True,2022.0,,107.0,Великобритания,Грейс Кэролайн Карри|Вирджиния Гарднер
Операция «Фортуна»: Искусство побеждать,Operation Fortune: Ruse de Guerre,7.2,995493.0,боевик,Гай Ричи,True,2022.0,,114.0,Великобритания,Джейсон Стэйтем|Обри Плаза
Форрест Гамп,Forrest Gump,8.9,990451.0,драма,Роберт Земекис,True,1994.0,,142.0,США,Том Хэнкс|Робин Райт
Законопослушный гражданин,Law Abiding Citizen,8.1,972382.0,боевик,Ф. Гэри Грей,True,2009.0,,108.0,США,Джейми Фокс|Джерард Батлер
Веном,Venom,6.9,969743.0,фантастика,Рубен Фляйшер,True,2018.0,,112.0,США,Том Харди|Мишель Уильямс
Иллюзия обмана,Now You See Me,7.8,956629.0,криминал,Луи Летерье,True,2013.0,,115.0,США,Джесси Айзенберг|Марк Руффало
Рик и Морти,Rick and Morty,8.9,945890.0,мультфильм,Уэсли Арчер,False,2013.0,2013.0,,США,Джастин Ройланд|Крис Парнелл
Титаник,Titanic,8.4,940967.0,мелодрама,Джеймс Кэмерон,True,1997.0,,194.0,США,Леонардо ДиКаприо|Кейт Уинслет
Леон,Léon,8.7,935085.0,боевик,Люк Бессон,True,1994.0,,133.0,Франция,Жан Рено|Натали Портман
Атака титанов,Shingeki no kyojin,8.7,934566.0,аниме,Тэцуро Араки,False,2013.0,2013.0,,Япония,Юки Кадзи|Юи Исикава
Паразиты,Gisaengchung,8.1,926473.0,драма,Пон Джун-хо,True,2019.0,,131.0,Корея Южная,Сон Кан-хо|Ли Сон-гюн
Шрэк,Shrek,8.2,913902.0,мультфильм,Эндрю Адамсон,True,2001.0,,90.0,США,Майк Майерс|Эдди Мерфи
Мстители: Война бесконечности,Avengers: Infinity War,8.1,896090.0,фантастика,Энтони Руссо,True,2018.0,,149.0,США,Роберт Дауни мл.|Крис Хемсворт
Достучаться до небес,Knockin' on Heaven's Door,8.6,868837.0,драма,Томас Ян,True,1997.0,,87.0,Германия,Тиль Швайгер|Ян Йозеф Лиферс
Граф Монте-Кристо,Le Comte de Monte-Cristo,8.1,866152.0,триллер,Александр де Ла Пательер,True,2024.0,,178.0,Франция,Пьер Нинэ|Анаис Демустье
Криминальное чтиво,Pulp Fiction,8.7,851328.0,криминал,Квентин Тарантино,True,1994.0,,154.0,США,Джон Траволта|Сэмюэл Л. Джексон
Мстители: Финал,Avengers: Endgame,7.9,843004.0,фантастика,Энтони Руссо,True,2019.0,,181.0,США,Роберт Дауни мл.|Крис Эванс
"Поймай меня, если сможешь",Catch Me If You Can,8.5,839137.0,криминал,Стивен Спилберг,True,2002.0,,141.0,США,Леонардо ДиКаприо|Том Хэнкс
Поезд в Пусан,Busanhaeng,7.2,838176.0,ужасы,Ён Сан-хо,True,2016.0,,118.0,Корея Южная,Кон Ю|Ма Дон-сок
Пятый элемент,The Fifth Element,8.2,837257.0,фантастика,Люк Бессон,True,1997.0,,126.0,Франция,Брюс Уиллис|Милла Йовович
Дюна,Dune: Part One,7.7,834131.0,фантастика,Дени Вильнёв,True,2021.0,,155.0,США,Тимоти Шаламе|Ребекка Фергюсон
Очень странные дела,Stranger Things,8.4,820320.0,ужасы,Мэтт Даффер,False,2016.0,2016.0,,США,Вайнона Райдер|Дэвид Харбор
Рататуй,Ratatouille,8.1,815033.0,мультфильм,Брэд Бёрд,True,2007.0,,111.0,США,Пэттон Освальт|Иэн Холм
Джанго освобожденный,Django Unchained,8.3,805882.0,вестерн,Квентин Тарантино,True,2012.0,,165.0,США,Джейми Фокс|Кристоф Вальц
Во все тяжкие,Breaking Bad,8.9,801550.0,криминал,Мишель Макларен,False,2008.0,2008.0,,США,Брайан Крэнстон|Анна Ганн
Министерство неджентльменских дел,The Ministry of Ungentlemanly Warfare,7.3,800050.0,боевик,Гай Ричи,True,2024.0,,119.0,США,Генри Кавилл|Алан Ричсон
Тайна Коко,Coco,8.7,796809.0,мультфильм,Ли Анкрич,True,2017.0,,105.0,США,Энтони Гонсалес|Гаэль Гарсиа Берналь
Матрица,The Matrix,8.5,795241.0,фантастика,Лана Вачовски,True,1999.0,,136.0,США,Киану Ривз|Лоренс Фишбёрн
Темный рыцарь,The Dark Knight,8.5,794361.0,фантастика,Кристофер Нолан,True,2008.0,,152.0,США,Кристиан Бэйл|Хит Леджер
Драйв,Drive,7.2,794064.0,криминал,Николас Виндинг Рефн,True,2011.0,,100.0,США,Райан Гослинг|Кэри Маллиган
Дом Дракона,House of the Dragon,8.1,787408.0,фэнтези,Клер Килнер,False,2022.0,2022.0,,США,Пэдди Консидайн|Мэтт Смит
Чернобыль,Chernobyl,8.8,787157.0,драма,Йохан Ренк,False,,,,США,Джаред Харрис|Стеллан Скарсгард
Стражи Галактики,Guardians of the Galaxy,7.9,786408.0,фантастика,Джеймс Ганн,True,2014.0,,121.0,США,Крис Пратт|Зои Салдана
Гладиатор,Gladiator,8.6,766551.0,история,Ридли Скотт,True,2000.0,,155.0,США,Рассел Кроу|Хоакин Феникс
Джон Уик 4,John Wick: Chapter 4,7.6,759757.0,боевик,Чад Стахелски,True,2023.0,,169.0,США,Киану Ривз|Донни Йен
Исчезнувшая,Gone Girl,8.0,756347.0,триллер,Дэвид Финчер,True,2014.0,,149.0,США,Бен Аффлек|Розамунд Пайк
Хатико: Самый верный друг,Hachi: A Dog's Tale,8.4,755714.0,драма,Лассе Халльстрём,True,2008.0,,89.0,США,Ричард Гир|Джоан Аллен
Доктор Стрэндж,Doctor Strange,7.5,754018.0,фантастика,Скотт Дерриксон,True,2016.0,,115.0,США,Бенедикт Камбербэтч|Тильда Суинтон
Терминатор 2: Судный день,Terminator 2: Judgment Day,8.4,752916.0,фантастика,Джеймс Кэмерон,True,1991.0,,137.0,США,Арнольд Шварценеггер|Линда Хэмилтон
Мастер,A Working Man,7.0,747272.0,боевик,Дэвид Эйр,True,2025.0,,116.0,Великобритания,Джейсон Стэйтем|Максимилиан Осински
Гарри Поттер и узник Азкабана,Harry Potter and the Prisoner of Azkaban,8.3,741146.0,фэнтези,Альфонсо Куарон,True,2004.0,,142.0,Великобритания,Дэниэл Рэдклифф|Руперт Гринт
Мстители,The Avengers,7.9,739044.0,фантастика,Джосс Уидон,True,2012.0,,137.0,США,Роберт Дауни мл.|Крис Эванс
ВАЛЛ·И,WALL·E,8.4,736644.0,мультфильм,Эндрю Стэнтон,True,2008.0,,98.0,США,Бен Бертт|Элисса Найт
Властелин колец: Братство кольца,The Lord of the Rings: The Fellowship of the Ring,8.6,735868.0,фэнтези,Питер Джексон,True,2001.0,,178.0,Новая Зеландия,Элайджа Вуд|Иэн Маккеллен
Лучшее предложение,La migliore offerta,8.1,735709.0,триллер,Джузеппе Торнаторе,True,2012.0,,131.0,Италия,Джеффри Раш|Джим Стёрджесс
Король Лев,The Lion King,8.8,732199.0,мультфильм,Роджер Аллерс,True,1994.0,,88.0,США,Мэттью Бродерик|Джереми Айронс
Дэдпул,Deadpool,7.6,728388.0,боевик,Тим Миллер,True,2016.0,,108.0,США,Райан Рейнольдс|Морена Баккарин
Унесённые призраками,Sen to Chihiro no kamikakushi,8.6,721133.0,аниме,Хаяо Миядзаки,True,2001.0,,124.0,Япония,Руми Хиираги|Мию Ирино
Железный человек,Iron Man,8.0,717535.0,фантастика,Джон Фавро,True,2008.0,,126.0,США,Роберт Дауни мл.|Джефф Бриджес
Бесславные ублюдки,Inglourious Basterds,8.0,716349.0,боевик,Квентин Тарантино,True,2009.0,,153.0,Германия,Брэд Питт|Кристоф Вальц
Ford против Ferrari,Ford v Ferrari,8.2,714190.0,биография,Джеймс Мэнголд,True,2019.0,,152.0,США,Кристиан Бэйл|Мэтт Дэймон
Гарри Поттер и Тайная комната,Harry Potter and the Chamber of Secrets,8.2,713274.0,фэнтези,Крис Коламбус,True,2002.0,,161.0,Великобритания,Дэниэл Рэдклифф|Руперт Гринт
Пираты Карибского моря: Сундук мертвеца,Pirates of the Caribbean: Dead Man's Chest,8.2,712956.0,фэнтези,Гор Вербински,True,2006.0,,151.0,США,Джонни Депп|Орландо Блум
Как приручить дракона,How to Train Your Dragon,8.2,709700.0,мультфильм,Дин ДеБлуа,True,2010.0,,98.0,США,Джей Барушель|Джерард Батлер
Назад в будущее,Back to the Future,8.6,708290.0,фантастика,Роберт Земекис,True,1985.0,,116.0,США,Майкл Дж. Фокс|Кристофер Ллойд
Гравити Фолз,Gravity Falls,9.0,708080.0,мультфильм,Джо Питт,False,2012.0,2012.0,,США,Джейсон Риттер|Алекс Хирш
Шерлок,Sherlock,8.9,705510.0,детектив,Пол Макгиган,False,2010.0,2010.0,,Великобритания,Бенедикт Камбербэтч|Мартин Фриман
Счастливое число Слевина,Lucky Number Slevin,8.2,700951.0,триллер,Пол Макгиган,True,2005.0,,110.0,США,Джош Хартнетт|Люси Лью
Шерлок Холмс,Sherlock Holmes,8.1,699814.0,боевик,Гай Ричи,True,2009.0,,128.0,США,Роберт Дауни мл.|Джуд Лоу
Головоломка,Inside Out,8.1,696728.0,мультфильм,Пит Доктер,True,2015.0,,95.0,США,Эми Полер|Филлис Смит
Дьявол носит Prada,The Devil Wears Prada,7.7,687256.0,драма,Дэвид Фрэнкел,True,2006.0,,109.0,США,Мэрил Стрип|Энн Хэтэуэй
Марсианин,The Martian,7.8,686490.0,фантастика,Ридли Скотт,True,2015.0,,144.0,США,Мэтт Дэймон|Джессика Честейн
Однажды в… Голливуде,Once Upon a Time in...  Hollywood,7.7,682109.0,драма,Квентин Тарантино,True,2019.0,,161.0,США,Леонардо ДиКаприо|Брэд Питт
Джокер,Joker,8.0,682032.0,драма,Тодд Филлипс,True,2019.0,,122.0,США,Хоакин Феникс|Роберт Де Ниро
Леди Баг и Супер-Кот,Miraculous: Tales of Ladybug & Cat Noir,8.3,680542.0,мультфильм,Томас Астрюк,False,2015.0,2015.0,,Франция,Кристина Валенсуэла|Бен Дискин
Престиж,The Prestige,8.5,677600.0,триллер,Кристофер Нолан,True,2006.0,,130.0,Великобритания,Хью Джекман|Кристиан Бэйл
Бесстыжие,Shameless,8.6,669987.0,драма,Иэн Б. МакДональд,False,2011.0,2011.0,,США,Уильям Х. Мэйси|Итан Каткоски
Один дома 2: Затерянный в Нью-Йорке,Home Alone 2: Lost in New York,8.0,667839.0,комедия,Крис Коламбус,True,1992.0,,119.0,США,Маколей Калкин|Джо Пеши
Круэлла,Cruella,7.6,657196.0,комедия,Крэйг Гиллеспи,True,2021.0,,134.0,США,Эмма Стоун|Эмма Томпсон
Душа,Soul,8.4,655304.0,мультфильм,Пит Доктер,True,2020.0,,106.0,США,Джейми Фокс|Тина Фей
Такси,Taxi,8.0,654516.0,боевик,Жерар Пирес,True,1998.0,,89.0,Франция,Сами Насери|Фредерик Дифенталь
Большой куш,Snatch,8.6,653892.0,криминал,Гай Ричи,True,2000.0,,104.0,Великобритания,Джейсон Стэйтем|Стивен Грэм
Гарри Поттер и Дары Смерти: Часть II,Harry Potter and the Deathly Hallows - Part 2,8.2,652887.0,фэнтези,Дэвид Йейтс,True,2011.0,,130.0,Великобритания,Дэниэл Рэдклифф|Руперт Гринт
Властелин колец: Возвращение короля,The Lord of the Rings: The Return of the King,8.7,649626.0,фэнтези,Питер Джексон,True,2003.0,,201.0,Новая Зеландия,Элайджа Вуд|Вигго Мортенсен
Во всё тяжкое,The Professor,7.3,643178.0,драма,Уэйн Робертс,True,2018.0,,90.0,США,Джонни Депп|Розмари ДеУитт
Пираты Карибского моря: На краю света,Pirates of the Caribbean: At World's End,8.1,642772.0,приключения,Гор Вербински,True,2007.0,,169.0,США,Джонни Депп|Джеффри Раш
Шоу Трумана,The Truman Show,8.3,642573.0,драма,Питер Уир,True,1998.0,,103.0,США,Джим Керри|Лора Линни
Главный герой,Free Guy,7.4,640166.0,фантастика,Шон Леви,True,2021.0,,115.0,США,Райан Рейнольдс|Джоди Комер
Первому игроку приготовиться,Ready Player One,7.4,636926.0,фантастика,Стивен Спилберг,True,2018.0,,140.0,США,Тай Шеридан|Оливия Кук
Догмен,Dogman,7.8,631700.0,драма,Люк Бессон,True,2023.0,,113.0,Франция,Калеб Лэндри Джонс|Джоджо Т. Гиббс
Властелин колец: Две крепости,The Lord of the Rings: The Two Towers,8.6,630304.0,фэнтези,Питер Джексон,True,2002.0,,179.0,Новая Зеландия,Элайджа Вуд|Иэн Маккеллен
Сверхъестественное,Supernatural,8.2,628006.0,фэнтези,Роберт Сингер,False,2005.0,2005.0,,США,Джаред Падалеки|Дженсен Эклс
Всё везде и сразу,Everything Everywhere All at Once,7.2,627216.0,фантастика,Дэн Кван,True,2021.0,,139.0,США,Мишель Йео|Джейми Ли Кёртис
Хоббит: Нежданное путешествие,The Hobbit: An Unexpected Journey,8.1,624600.0,фэнтези,Питер Джексон,True,2012.0,,169.0,Новая Зеландия,Мартин Фриман|Иэн Маккеллен
Ходячие мертвецы,The Walking Dead,8.0,622001.0,ужасы,Грег Никотеро,False,2010.0,2010.0,,США,Норман Ридус|Мелисса МакБрайд
Валериан и город тысячи планет,Valerian and the City of a Thousand Planets,7.0,621455.0,фантастика,Люк Бессон,True,2017.0,,136.0,Франция,Дэйн ДеХаан|Кара Делевинь
Алита: Боевой ангел,Alita: Battle Angel,7.2,619112.0,фантастика,Роберт Родригес,True,2019.0,,121.0,США,Роза Салазар|Кристоф Вальц
Время,In Time,7.3,614012.0,фантастика,Эндрю Никкол,True,2011.0,,109.0,США,Джастин Тимберлейк|Аманда Сайфред
Люди в чёрном,Men in Black,8.0,612579.0,фантастика,Барри Зонненфельд,True,1997.0,,98.0,США,Томми Ли Джонс|Уилл Смит
Далласский клуб покупателей,Dallas Buyers Club,8.0,612170.0,драма,Жан-Марк Валле,True,2013.0,,118.0,США,Мэттью Макконахи|Дженнифер Гарнер
Гарри Поттер и Кубок огня,Harry Potter and the Goblet of Fire,8.0,610931.0,фэнтези,Майк Ньюэлл,True,2005.0,,157.0,Великобритания,Дэниэл Рэдклифф|Руперт Гринт
Укрощение строптивого,Il bisbetico domato,8.4,607974.0,мелодрама,Франко Кастеллано,True,1980.0,,107.0,Италия,Адриано Челентано|Орнелла Мути
Вторая жизнь Уве,En man som heter Ove,8.3,606343.0,драма,Ханнес Холм,True,2015.0,,116.0,Швеция,Рольф Лассгор|Бахар Парс
Иллюзия обмана 2,Now You See Me 2,6.9,606288.0,боевик,Джон М. Чу,True,2016.0,,129.0,США,Джесси Айзенберг|Марк Руффало
Лулу и Бриггс,Dog,7.4,605988.0,комедия,Рид Кэролин,True,2021.0,,101.0,США,Ченнинг Татум|Итан Сапли
Горничная,The Housemaid,7.6,605083.0,триллер,Пол Фиг,True,2025.0,,131.0,США,Сидни Суини|Аманда Сайфред
Холодное сердце,Frozen,7.9,603069.0,мультфильм,Крис Бак,True,2013.0,,102.0,США,Кристен Белл|Идина Мензел
Константин: Повелитель тьмы,Constantine,7.9,600933.0,фэнтези,Фрэнсис Лоуренс,True,2005.0,,121.0,США,Киану Ривз|Рэйчел Вайс
Лига справедливости Зака Снайдера,Zack Snyder's Justice League,7.8,599501.0,фантастика,Зак Снайдер,True,2021.0,,242.0,США,Бен Аффлек|Галь Гадот
Игра в имитацию,The Imitation Game,7.8,599402.0,биография,Мортен Тильдум,True,2014.0,,114.0,США,Бенедикт Камбербэтч|Кира Найтли
Семь,Se7en,8.3,597366.0,триллер,Дэвид Финчер,True,1995.0,,127.0,США,Брэд Питт|Морган Фриман
Чарли и шоколадная фабрика,Charlie and the Chocolate Factory,7.7,596738.0,мюзикл,Тим Бёртон,True,2005.0,,115.0,США,Джонни Депп|Фредди Хаймор
Омерзительная восьмерка,The Hateful Eight,8.0,596608.0,вестерн,Квентин Тарантино,True,2015.0,,168.0,США,Курт Рассел|Сэмюэл Л. Джексон
Уэнздей,Wednesday,7.9,596555.0,фэнтези,Тим Бёртон,False,2022.0,2022.0,,США,Дженна Ортега|Эмма Майерс
Живая сталь,Real Steel,7.7,595466.0,фантастика,Шон Леви,True,2011.0,,127.0,США,Хью Джекман|Дакота Гойо
Человек-паук,Spider-Man,7.8,595188.0,фантастика,Сэм Рэйми,True,2002.0,,121.0,США,Тоби Магуайр|Уиллем Дефо
Человек-паук: Через вселенные,Spider-Man: Into the Spider-Verse,8.2,592766.0,мультфильм,Боб Персичетти,True,2018.0,,117.0,Канада,Шамеик Мур|Джейк Джонсон
Славные парни,The Nice Guys,7.3,591770.0,криминал,Шейн Блэк,True,2016.0,,115.0,США,Райан Гослинг|Ким Бейсингер
Дивергент,Divergent,6.8,591262.0,фантастика,Нил Бёргер,True,2014.0,,134.0,США,Шейлин Вудли|Тео Джеймс
Маска,The Mask,8.0,590460.0,комедия,Чак Рассел,True,1994.0,,101.0,США,Джим Керри|Кэмерон Диас
Молчание ягнят,The Silence of the Lambs,8.3,588777.0,триллер,Джонатан Демме,True,1990.0,,118.0,США,Джоди Фостер|Энтони Хопкинс
Грань будущего,Edge of Tomorrow,7.9,588132.0,фантастика,Даг Лайман,True,2014.0,,113.0,США,Том Круз|Эмили Блант
Одержимость,Whiplash,8.4,580463.0,драма,Дэмьен Шазелл,True,2013.0,,106.0,США,Майлз Теллер|Дж.К. Симмонс
Довод,Tenet,7.5,579835.0,фантастика,Кристофер Нолан,True,2020.0,,150.0,Великобритания,Джон Дэвид Вашингтон|Роберт Паттинсон
Брюс Всемогущий,Bruce Almighty,7.7,579091.0,фэнтези,Том Шэдьяк,True,2003.0,,97.0,США,Джим Керри|Морган Фриман
Исходный код,Source Code,7.8,577053.0,фантастика,Дункан Джонс,True,2011.0,,93.0,США,Джейк Джилленхол|Мишель Монахэн
Острые козырьки,Peaky Blinders,8.3,576671.0,криминал,Энтони Бирн,False,2013.0,2013.0,,Великобритания,Киллиан Мерфи|Пол Андерсон
Корпорация монстров,"Monsters, Inc.",8.1,574629.0,мультфильм,Пит Доктер,True,2001.0,,92.0,США,Джон Гудман|Билли Кристал
Век Адалин,The Age of Adaline,7.9,574400.0,драма,Ли Толанд Кригер,True,2015.0,,113.0,США,Блейк Лайвли|Михил Хёйсман
"Карты, деньги, два ствола","Lock, Stock and Two Smoking Barrels",8.6,571703.0,боевик,Гай Ричи,True,1998.0,,107.0,Великобритания,Джейсон Флеминг|Декстер Флетчер
Человек-паук: Вдали от дома,Spider-Man: Far from Home,7.4,569883.0,фантастика,Джон Уоттс,True,2019.0,,129.0,США,Том Холланд|Сэмюэл Л. Джексон
Джон Уик,John Wick,7.0,564840.0,боевик,Чад Стахелски,True,2014.0,,101.0,США,Киану Ривз|Микаэл Нюквист
Я – легенда,I Am Legend,7.9,564839.0,ужасы,Фрэнсис Лоуренс,True,2007.0,,96.0,США,Уилл Смит|Алиси Брага
Еретик,Heretic,6.7,564390.0,триллер,Скотт Бек,True,2024.0,,111.0,США,Хью Грант|Софи Тэтчер
Отель «Гранд Будапешт»,The Grand Budapest Hotel,8.0,563605.0,комедия,Уэс Андерсон,True,2014.0,,100.0,США,Рэйф Файнс|Тони Револори
Тор: Рагнарёк,Thor: Ragnarok,7.7,563592.0,фантастика,Тайка Вайтити,True,2017.0,,130.0,США,Крис Хемсворт|Том Хиддлстон
Гарри Поттер и Принц-полукровка,Harry Potter and the Half-Blood Prince,7.9,563324.0,фэнтези,Дэвид Йейтс,True,2009.0,,153.0,Великобритания,Дэниэл Рэдклифф|Руперт Гринт
Гарри Поттер и Орден Феникса,Harry Potter and the Order of the Phoenix,7.9,563191.0,фэнтези,Дэвид Йейтс,True,2007.0,,138.0,Великобритания,Дэниэл Рэдклифф|Руперт Гринт
12 лет рабства,12 Years a Slave,8.0,562209.0,драма,Стив МакКуин,True,2013.0,,133.0,Великобритания,Чиветель Эджиофор|Майкл Фассбендер
Друзья,Friends,9.2,557186.0,комедия,Гари Хэлворсон,False,1994.0,1994.0,,США,Дженнифер Энистон|Кортни Кокс
Загадочная история Бенджамина Баттона,The Curious Case of Benjamin Button,8.1,556328.0,драма,Дэвид Финчер,True,2008.0,,166.0,США,Брэд Питт|Кейт Бланшетт
Аквамен,Aquaman,6.8,555594.0,фэнтези,Джеймс Ван,True,2018.0,,143.0,США,Джейсон Момоа|Эмбер Хёрд
Список Шиндлера,Schindler's List,8.9,554877.0,биография,Стивен Спилберг,True,1993.0,,195.0,США,Лиам Нисон|Бен Кингсли
Гордость и предубеждение,Pride & Prejudice,8.2,554435.0,драма,Джо Райт,True,2005.0,,129.0,Великобритания,Кира Найтли|Мэттью Макфэдиен
Стражи Галактики. Часть 2,Guardians of the Galaxy Vol. 2,7.8,554383.0,фантастика,Джеймс Ганн,True,2017.0,,136.0,США,Крис Пратт|Зои Салдана
Отряд самоубийц,Suicide Squad,6.1,553800.0,фантастика,Дэвид Эйр,True,2016.0,,118.0,США,Марго Робби|Уилл Смит
Трасса 60,Interstate 60,8.1,553118.0,фэнтези,Боб Гейл,True,2001.0,,116.0,Канада,Джеймс Марсден|Гари Олдман
Оно,It,7.3,552662.0,ужасы,Андрес Мускетти,True,2017.0,,135.0,США,Джейден Мартелл|Джереми Рэй Тейлор
Выстрел в пустоту,Shot Caller,7.8,551766.0,криминал,Рик Роман Во,True,2015.0,,120.0,США,Николай Костер-Вальдау|Омари Хардвик
День сурка,Groundhog Day,8.1,551506.0,фэнтези,Харольд Рэмис,True,1993.0,,101.0,США,Билл Мюррей|Энди Макдауэлл
Эффект бабочки,The Butterfly Effect,8.2,550302.0,фантастика,Эрик Бресс,True,2003.0,,113.0,США,Эштон Кутчер|Эми Смарт
Настоящий детектив,True Detective,8.5,548205.0,детектив,Кэри Дзёдзи Фукунага,False,2014.0,2014.0,,США,Мэттью Макконахи|Вуди Харрельсон
Шрэк 2,Shrek 2,8.0,548202.0,мультфильм,Эндрю Адамсон,True,2004.0,,93.0,США,Майк Майерс|Эдди Мерфи
Доктор Хаус,"House, M.D.",8.8,546571.0,драма,Грег Яйтанс,False,2004.0,2004.0,,США,Хью Лори|Роберт Шон Леонард
Игры разума,A Beautiful Mind,8.5,546479.0,биография,Рон Ховард,True,2001.0,,135.0,США,Рассел Кроу|Эд Харрис
Kingsman: Секретная служба,Kingsman: The Secret Service,7.7,546039.0,боевик,Мэттью Вон,True,2015.0,,130.0,Великобритания,Тэрон Эджертон|Колин Фёрт
Три тысячи лет желаний,Three Thousand Years of Longing,7.3,546014.0,фэнтези,Джордж Миллер,True,2022.0,,108.0,Австралия,Тильда Суинтон|Идрис Эльба
Черный ящик,Boîte noire,7.6,545616.0,детектив,Ян Гозлан,True,2020.0,,129.0,Франция,Пьер Нинэ|Лу де Лааж
Темный рыцарь: Возрождение легенды,The Dark Knight Rises,8.2,545539.0,фантастика,Кристофер Нолан,True,2012.0,,165.0,США,Кристиан Бэйл|Том Харди
Отпуск по обмену,The Holiday,7.9,545355.0,мелодрама,Нэнси Майерс,True,2006.0,,136.0,США,Кэмерон Диас|Кейт Уинслет
Гарри Поттер и Дары Смерти: Часть I,Harry Potter and the Deathly Hallows - Part 1,7.9,542270.0,фэнтези,Дэвид Йейтс,True,2010.0,,146.0,Великобритания,Дэниэл Рэдклифф|Руперт Гринт
Мадагаскар,Madagascar,8.0,541591.0,мультфильм,Эрик Дарнелл,True,2005.0,,86.0,США,Бен Стиллер|Крис Рок
По соображениям совести,Hacksaw Ridge,8.2,539157.0,биография,Мэл Гибсон,True,2016.0,,139.0,США,Эндрю Гарфилд|Сэм Уортингтон
Голяк,Brassic,8.6,537489.0,комедия,Ричард Стоддард,False,2019.0,2019.0,,Великобритания,Джозеф Гилган|Райан Сэмпсон
Дэдпул 2,Deadpool 2,7.4,536359.0,фантастика,Дэвид Литч,True,2018.0,,119.0,США,Райан Рейнольдс|Джош Бролин
Предложение,The Proposal,7.7,535860.0,мелодрама,Энн Флетчер,True,2009.0,,108.0,США,Сандра Буллок|Райан Рейнольдс
